f/ Hz,Re(V)/ V,Im(v)/ V
2.12E+04,-2.52166636240908e-02,-2.00819904110953e-03
2.12E+04,-2.51249494869797e-02,-1.99514655673750e-03
2.12E+04,-2.50338248600631e-02,-1.98221881658522e-03
2.12E+04,-2.49432841908598e-02,-1.96941424200456e-03
2.13E+04,-2.48533219958964e-02,-1.95673127919375e-03
2.13E+04,-2.47639328596452e-02,-1.94416839873040e-03
2.13E+04,-2.46751114334801e-02,-1.93172409511460e-03
2.13E+04,-2.45868524346530e-02,-1.91939688632207e-03
2.13E+04,-2.44991506452879e-02,-1.90718531336694e-03
2.13E+04,-2.44120009113936e-02,-1.89508793987402e-03
2.14E+04,-2.43253981418945e-02,-1.88310335166024e-03
2.14E+04,-2.42393373076783e-02,-1.87123015632516e-03
2.14E+04,-2.41538134406616e-02,-1.85946698285021e-03
2.14E+04,-2.40688216328715e-02,-1.84781248120647e-03
2.14E+04,-2.39843570355443e-02,-1.83626532197086e-03
2.14E+04,-2.39004148582402e-02,-1.82482419595048e-03
2.15E+04,-2.38169903679728e-02,-1.81348781381484e-03
2.15E+04,-2.37340788883559e-02,-1.80225490573589e-03
2.15E+04,-2.36516757987634e-02,-1.79112422103567e-03
2.15E+04,-2.35697765335054e-02,-1.78009452784130e-03
2.15E+04,-2.34883765810184e-02,-1.76916461274719e-03
2.15E+04,-2.34074714830694e-02,-1.75833328048431e-03
2.16E+04,-2.33270568339743e-02,-1.74759935359638e-03
2.16E+04,-2.32471282798300e-02,-1.73696167212269e-03
2.16E+04,-2.31676815177594e-02,-1.72641909328756e-03
2.16E+04,-2.30887122951702e-02,-1.71597049119614e-03
2.16E+04,-2.30102164090255e-02,-1.70561475653654e-03
2.16E+04,-2.29321897051284e-02,-1.69535079628795e-03
2.17E+04,-2.28546280774173e-02,-1.68517753343486e-03
2.17E+04,-2.27775274672747e-02,-1.67509390668703e-03
2.17E+04,-2.27008838628472e-02,-1.66509887020514e-03
2.17E+04,-2.26246932983768e-02,-1.65519139333202e-03
2.17E+04,-2.25489518535442e-02,-1.64537046032934e-03
2.17E+04,-2.24736556528231e-02,-1.63563507011957e-03
2.18E+04,-2.23988008648449e-02,-1.62598423603313e-03
2.18E+04,-2.23243837017750e-02,-1.61641698556061e-03
2.18E+04,-2.22504004186987e-02,-1.60693236010994e-03
2.18E+04,-2.21768473130184e-02,-1.59752941476839e-03
2.18E+04,-2.21037207238598e-02,-1.58820721806935e-03
2.19E+04,-2.20310170314887e-02,-1.57896485176363e-03
2.19E+04,-2.19587326567377e-02,-1.56980141059536e-03
2.19E+04,-2.18868640604418e-02,-1.56071600208230e-03
2.19E+04,-2.18154077428835e-02,-1.55170774630043e-03
2.19E+04,-2.17443602432477e-02,-1.54277577567275e-03
2.19E+04,-2.16737181390848e-02,-1.53391923476230e-03
2.20E+04,-2.16034780457828e-02,-1.52513728006909e-03
2.20E+04,-2.15336366160485e-02,-1.51642907983106e-03
2.20E+04,-2.14641905393965e-02,-1.50779381382883e-03
2.20E+04,-2.13951365416475e-02,-1.49923067319436e-03
2.20E+04,-2.13264713844333e-02,-1.49073886022306e-03
2.20E+04,-2.12581918647114e-02,-1.48231758818979e-03
2.21E+04,-2.11902948142864e-02,-1.47396608116815e-03
2.21E+04,-2.11227770993394e-02,-1.46568357385336e-03
2.21E+04,-2.10556356199653e-02,-1.45746931138848e-03
2.21E+04,-2.09888673097171e-02,-1.44932254919395e-03
2.21E+04,-2.09224691351577e-02,-1.44124255280031e-03
2.21E+04,-2.08564380954186e-02,-1.43322859768412e-03
2.22E+04,-2.07907712217662e-02,-1.42527996910700e-03
2.22E+04,-2.07254655771743e-02,-1.41739596195770e-03
2.22E+04,-2.06605182559039e-02,-1.40957588059700e-03
2.22E+04,-2.05959263830894e-02,-1.40181903870573e-03
2.22E+04,-2.05316871143315e-02,-1.39412475913544e-03
2.22E+04,-2.04677976352959e-02,-1.38649237376197e-03
2.23E+04,-2.04042551613195e-02,-1.37892122334163e-03
2.23E+04,-2.03410569370214e-02,-1.37141065737018e-03
2.23E+04,-2.02782002359208e-02,-1.36396003394428e-03
2.23E+04,-2.02156823600607e-02,-1.35656871962556e-03
2.23E+04,-2.01535006396375e-02,-1.34923608930719e-03
2.23E+04,-2.00916524326359e-02,-1.34196152608288e-03
2.24E+04,-2.00301351244700e-02,-1.33474442111825e-03
2.24E+04,-1.99689461276298e-02,-1.32758417352462e-03
2.24E+04,-1.99080828813327e-02,-1.32048019023497e-03
2.24E+04,-1.98475428511809e-02,-1.31343188588231e-03
2.24E+04,-1.97873235288238e-02,-1.30643868268011e-03
2.24E+04,-1.97274224316256e-02,-1.29950001030492e-03
2.25E+04,-1.96678371023377e-02,-1.29261530578119e-03
2.25E+04,-1.96085651087766e-02,-1.28578401336805e-03
2.25E+04,-1.95496040435062e-02,-1.27900558444817e-03
2.25E+04,-1.94909515235251e-02,-1.27227947741856e-03
2.25E+04,-1.94326051899588e-02,-1.26560515758342e-03
2.25E+04,-1.93745627077559e-02,-1.25898209704874e-03
2.26E+04,-1.93168217653896e-02,-1.25240977461892e-03
2.26E+04,-1.92593800745633e-02,-1.24588767569509e-03
2.26E+04,-1.92022353699206e-02,-1.23941529217535e-03
2.26E+04,-1.91453854087595e-02,-1.23299212235661e-03
2.26E+04,-1.90888279707514e-02,-1.22661767083831e-03
2.27E+04,-1.90325608576635e-02,-1.22029144842775e-03
2.27E+04,-1.89765818930857e-02,-1.21401297204703e-03
2.27E+04,-1.89208889221617e-02,-1.20778176464170e-03
2.27E+04,-1.88654798113236e-02,-1.20159735509094e-03
2.27E+04,-1.88103524480309e-02,-1.19545927811933e-03
2.27E+04,-1.87555047405129e-02,-1.18936707421010e-03
2.28E+04,-1.87009346175151e-02,-1.18332028951993e-03
2.28E+04,-1.86466400280491e-02,-1.17731847579519e-03
2.28E+04,-1.85926189411464e-02,-1.17136119028959e-03
2.28E+04,-1.85388693456157e-02,-1.16544799568331e-03
2.28E+04,-1.84853892498034e-02,-1.15957846000344e-03
2.28E+04,-1.84321766813580e-02,-1.15375215654581e-03
2.29E+04,-1.83792296869976e-02,-1.14796866379817e-03
2.29E+04,-1.83265463322809e-02,-1.14222756536460e-03
2.29E+04,-1.82741247013813e-02,-1.13652844989131e-03
2.29E+04,-1.82219628968646e-02,-1.13087091099355e-03
2.29E+04,-1.81700590394692e-02,-1.12525454718390e-03
2.29E+04,-1.81184112678903e-02,-1.11967896180166e-03
2.30E+04,-1.80670177385665e-02,-1.11414376294346e-03
2.30E+04,-1.80158766254694e-02,-1.10864856339502e-03
2.30E+04,-1.79649861198970e-02,-1.10319298056409e-03
2.30E+04,-1.79143444302689e-02,-1.09777663641440e-03
2.30E+04,-1.78639497819249e-02,-1.09239915740087e-03
2.30E+04,-1.78138004169271e-02,-1.08706017440572e-03
2.31E+04,-1.77638945938631e-02,-1.08175932267575e-03
2.31E+04,-1.77142305876538e-02,-1.07649624176063e-03
2.31E+04,-1.76648066893626e-02,-1.07127057545217e-03
2.31E+04,-1.76156212060079e-02,-1.06608197172462e-03
2.31E+04,-1.75666724603777e-02,-1.06093008267594e-03
2.31E+04,-1.75179587908473e-02,-1.05581456447002e-03
2.32E+04,-1.74694785511995e-02,-1.05073507727987e-03
2.32E+04,-1.74212301104464e-02,-1.04569128523167e-03
2.32E+04,-1.73732118526550e-02,-1.04068285634982e-03
2.32E+04,-1.73254221767740e-02,-1.03570946250277e-03
2.32E+04,-1.72778594964639e-02,-1.03077077934985e-03
2.32E+04,-1.72305222399284e-02,-1.02586648628882e-03
2.33E+04,-1.71834088497493e-02,-1.02099626640438e-03
2.33E+04,-1.71365177827230e-02,-1.01615980641744e-03
2.33E+04,-1.70898475096986e-02,-1.01135679663521e-03
2.33E+04,-1.70433965154196e-02,-1.00658693090213e-03
2.33E+04,-1.69971632983668e-02,-1.00184990655149e-03
2.33E+04,-1.69511463706030e-02,-9.97145424357926e-04
2.34E+04,-1.69053442576212e-02,-9.92473188490602e-04
2.34E+04,-1.68597554981931e-02,-9.87832906467136e-04
2.34E+04,-1.68143786442209e-02,-9.83224289108283e-04
2.34E+04,-1.67692122605906e-02,-9.78647050493302e-04
2.34E+04,-1.67242549250272e-02,-9.74100907916053e-04
2.35E+04,-1.66795052279519e-02,-9.69585581841747e-04
2.35E+04,-1.66349617723415e-02,-9.65100795864404e-04
2.35E+04,-1.65906231735892e-02,-9.60646276664962e-04
2.35E+04,-1.65464880593670e-02,-9.56221753970031e-04
2.35E+04,-1.65025550694914e-02,-9.51826960511307e-04
2.35E+04,-1.64588228557887e-02,-9.47461631985594e-04
2.36E+04,-1.64152900819638e-02,-9.43125507015457e-04
2.36E+04,-1.63719554234700e-02,-9.38818327110489e-04
2.36E+04,-1.63288175673804e-02,-9.34539836629149e-04
2.36E+04,-1.62858752122617e-02,-9.30289782741217e-04
2.36E+04,-1.62431270680483e-02,-9.26067915390807e-04
2.36E+04,-1.62005718559195e-02,-9.21873987259941e-04
2.37E+04,-1.61582083081778e-02,-9.17707753732702e-04
2.37E+04,-1.61160351681278e-02,-9.13568972859908e-04
2.37E+04,-1.60740511899582e-02,-9.09457405324339e-04
2.37E+04,-1.60322551386246e-02,-9.05372814406486e-04
2.37E+04,-1.59906457897333e-02,-9.01314965950816e-04
2.37E+04,-1.59492219294276e-02,-8.97283628332556e-04
2.38E+04,-1.59079823542751e-02,-8.93278572424964e-04
2.38E+04,-1.58669258711558e-02,-8.89299571567102e-04
2.38E+04,-1.58260512971530e-02,-8.85346401532098e-04
2.38E+04,-1.57853574594442e-02,-8.81418840495855e-04
2.38E+04,-1.57448431951946e-02,-8.77516669006277e-04
2.38E+04,-1.57045073514507e-02,-8.73639669952895e-04
2.39E+04,-1.56643487850365e-02,-8.69787628537001e-04
2.39E+04,-1.56243663624499e-02,-8.65960332242181e-04
2.39E+04,-1.55845589597614e-02,-8.62157570805312e-04
2.39E+04,-1.55449254625132e-02,-8.58379136187982e-04
2.39E+04,-1.55054647656202e-02,-8.54624822548315e-04
2.39E+04,-1.54661757732719e-02,-8.50894426213244e-04
2.40E+04,-1.54270573988356e-02,-8.47187745651155e-04
2.40E+04,-1.53881085647608e-02,-8.43504581444962e-04
2.40E+04,-1.53493282024849e-02,-8.39844736265555e-04
2.40E+04,-1.53107152523401e-02,-8.36208014845646e-04
2.40E+04,-1.52722686634611e-02,-8.32594223954001e-04
2.40E+04,-1.52339873936942e-02,-8.29003172370031e-04
2.41E+04,-1.51958704095076e-02,-8.25434670858765e-04
2.41E+04,-1.51579166859028e-02,-8.21888532146181e-04
2.41E+04,-1.51201252063269e-02,-8.18364570894894e-04
2.41E+04,-1.50824949625858e-02,-8.14862603680195e-04
2.41E+04,-1.50450249547594e-02,-8.11382448966434e-04
2.41E+04,-1.50077141911164e-02,-8.07923927083742e-04
2.42E+04,-1.49705616880314e-02,-8.04486860205088e-04
2.42E+04,-1.49335664699025e-02,-8.01071072323666e-04
2.42E+04,-1.48967275690697e-02,-7.97676389230596e-04
2.42E+04,-1.48600440257346e-02,-7.94302638492961e-04
2.42E+04,-1.48235148878810e-02,-7.90949649432129e-04
2.43E+04,-1.47871392111966e-02,-7.87617253102417e-04
2.43E+04,-1.47509160589950e-02,-7.84305282270018e-04
2.43E+04,-1.47148445021398e-02,-7.81013571392260e-04
2.43E+04,-1.46789236189682e-02,-7.77741956597145e-04
2.43E+04,-1.46431524952169e-02,-7.74490275663167e-04
2.43E+04,-1.46075302239477e-02,-7.71258367999422e-04
2.44E+04,-1.45720559054749e-02,-7.68046074626005e-04
2.44E+04,-1.45367286472929e-02,-7.64853238154663e-04
2.44E+04,-1.45015475640053e-02,-7.61679702769736e-04
2.44E+04,-1.44665117772539e-02,-7.58525314209347e-04
2.44E+04,-1.44316204156499e-02,-7.55389919746869e-04
2.44E+04,-1.43968726147043e-02,-7.52273368172642e-04
2.45E+04,-1.43622675167606e-02,-7.49175509775941e-04
2.45E+04,-1.43278042709274e-02,-7.46096196327198e-04
2.45E+04,-1.42934820330119e-02,-7.43035281060467e-04
2.45E+04,-1.42592999654548e-02,-7.39992618656131e-04
2.45E+04,-1.42252572372647e-02,-7.36968065223848e-04
2.45E+04,-1.41913530239549e-02,-7.33961478285730e-04
2.46E+04,-1.41575865074794e-02,-7.30972716759750e-04
2.46E+04,-1.41239568761708e-02,-7.28001640943382e-04
2.46E+04,-1.40904633246781e-02,-7.25048112497454e-04
2.46E+04,-1.40571050539059e-02,-7.22111994430237e-04
2.46E+04,-1.40238812709536e-02,-7.19193151081727e-04
2.46E+04,-1.39907911890561e-02,-7.16291448108167e-04
2.47E+04,-1.39578340275243e-02,-7.13406752466754e-04
2.47E+04,-1.39250090116871e-02,-7.10538932400572e-04
2.47E+04,-1.38923153728335e-02,-7.07687857423715e-04
2.47E+04,-1.38597523481558e-02,-7.04853398306614e-04
2.47E+04,-1.38273191806929e-02,-7.02035427061567e-04
2.47E+04,-1.37950151192749e-02,-6.99233816928452e-04
2.48E+04,-1.37628394184677e-02,-6.96448442360645e-04
2.48E+04,-1.37307913385187e-02,-6.93679179011109e-04
2.48E+04,-1.36988701453030e-02,-6.90925903718687e-04
2.48E+04,-1.36670751102699e-02,-6.88188494494560e-04
2.48E+04,-1.36354055103906e-02,-6.85466830508900e-04
2.48E+04,-1.36038606281058e-02,-6.82760792077687e-04
2.49E+04,-1.35724397512747e-02,-6.80070260649713e-04
2.49E+04,-1.35411421731234e-02,-6.77395118793744e-04
2.49E+04,-1.35099671921955e-02,-6.74735250185861e-04
2.49E+04,-1.34789141123015e-02,-6.72090539596971e-04
2.49E+04,-1.34479822424702e-02,-6.69460872880462e-04
2.49E+04,-1.34171708968997e-02,-6.66846136960048e-04
2.50E+04,-1.33864793949095e-02,-6.64246219817750e-04
2.50E+04,-1.33559070608929e-02,-6.61661010482045e-04
2.50E+04,-1.33254532242695e-02,-6.59090399016129e-04
