f/ Hz,Re(V)/ V,Im(V)/ V
1.80E+04,-1.96962583144574e-01,-5.31248738912859e-02
1.80E+04,-1.95442500451746e-01,-5.23022378520730e-02
1.80E+04,-1.93942741236860e-01,-5.14981096351108e-02
1.80E+04,-1.92462944629357e-01,-5.07119501970137e-02
1.80E+04,-1.91002756693711e-01,-4.99432395230466e-02
1.80E+04,-1.89561830342626e-01,-4.91914758474859e-02
1.81E+04,-1.88139825245693e-01,-4.84561749098811e-02
1.81E+04,-1.86736407734176e-01,-4.77368692454119e-02
1.81E+04,-1.85351250702566e-01,-4.70331075076249e-02
1.81E+04,-1.83984033507429e-01,-4.63444538219336e-02
1.81E+04,-1.82634441864092e-01,-4.56704871683465e-02
1.81E+04,-1.81302167741577e-01,-4.50108007919730e-02
1.82E+04,-1.79986909256224e-01,-4.43650016399308e-02
1.82E+04,-1.78688370564356e-01,-4.37327098233575e-02
1.82E+04,-1.77406261754312e-01,-4.31135581032894e-02
1.82E+04,-1.76140298738156e-01,-4.25071913992431e-02
1.82E+04,-1.74890203143312e-01,-4.19132663193945e-02
1.82E+04,-1.73655702204371e-01,-4.13314507113060e-02
1.83E+04,-1.72436528655281e-01,-4.07614232322105e-02
1.83E+04,-1.71232420622093e-01,-4.02028729379093e-02
1.83E+04,-1.70043121516449e-01,-3.96554988893956e-02
1.83E+04,-1.68868379929942e-01,-3.91190097763539e-02
1.83E+04,-1.67707949529483e-01,-3.85931235567354e-02
1.83E+04,-1.66561588953789e-01,-3.80775671116501e-02
1.84E+04,-1.65429061711086e-01,-3.75720759148506e-02
1.84E+04,-1.64310136078114e-01,-3.70763937161264e-02
1.84E+04,-1.63204585000514e-01,-3.65902722379568e-02
1.84E+04,-1.62112185994642e-01,-3.61134708848071e-02
1.84E+04,-1.61032721050879e-01,-3.56457564644822e-02
1.84E+04,-1.59965976538481e-01,-3.51869029209806e-02
1.85E+04,-1.58911743111984e-01,-3.47366910783236e-02
1.85E+04,-1.57869815619221e-01,-3.42949083948551e-02
1.85E+04,-1.56839993010951e-01,-3.38613487275371e-02
1.85E+04,-1.55822078252131e-01,-3.34358121057888e-02
1.85E+04,-1.54815878234826e-01,-3.30181045144370e-02
1.86E+04,-1.53821203692777e-01,-3.26080376853688e-02
1.86E+04,-1.52837869117632e-01,-3.22054288975016e-02
1.86E+04,-1.51865692676815e-01,-3.18101007846927e-02
1.86E+04,-1.50904496133053e-01,-3.14218811512448e-02
1.86E+04,-1.49954104765542e-01,-3.10406027946654e-02
1.86E+04,-1.49014347292739e-01,-3.06661033353671e-02
1.87E+04,-1.48085055796774e-01,-3.02982250530010e-02
1.87E+04,-1.47166065649452e-01,-2.99368147291374e-02
1.87E+04,-1.46257215439855e-01,-2.95817234960176e-02
1.87E+04,-1.45358346903490e-01,-2.92328066911136e-02
1.87E+04,-1.44469304852993e-01,-2.88899237172492e-02
1.87E+04,-1.43589937110351e-01,-2.85529379080419e-02
1.88E+04,-1.42720094440629e-01,-2.82217163984407e-02
1.88E+04,-1.41859630487163e-01,-2.78961300001426e-02
1.88E+04,-1.41008401708222e-01,-2.75760530816835e-02
1.88E+04,-1.40166267315082e-01,-2.72613634530054e-02
1.88E+04,-1.39333089211518e-01,-2.69519422543140e-02
1.88E+04,-1.38508731934665e-01,-2.66476738490472e-02
1.89E+04,-1.37693062597237e-01,-2.63484457207844e-02
1.89E+04,-1.36885950831066e-01,-2.60541483739344e-02
1.89E+04,-1.36087268731948e-01,-2.57646752380454e-02
1.89E+04,-1.35296890805765e-01,-2.54799225755900e-02
1.89E+04,-1.34514693915849e-01,-2.51997893930834e-02
1.89E+04,-1.33740557231573e-01,-2.49241773553999e-02
1.90E+04,-1.32974362178141e-01,-2.46529907031562e-02
1.90E+04,-1.32215992387547e-01,-2.43861361730431e-02
1.90E+04,-1.31465333650681e-01,-2.41235229209821e-02
1.90E+04,-1.30722273870554e-01,-2.38650624479980e-02
1.90E+04,-1.29986703016625e-01,-2.36106685286985e-02
1.90E+04,-1.29258513080195e-01,-2.33602571422575e-02
1.91E+04,-1.28537598030847e-01,-2.31137464058038e-02
1.91E+04,-1.27823853773916e-01,-2.28710565101216e-02
1.91E+04,-1.27117178108954e-01,-2.26321096575720e-02
1.91E+04,-1.26417470689171e-01,-2.23968300021488e-02
1.91E+04,-1.25724632981835e-01,-2.21651435915872e-02
1.91E+04,-1.25038568229598e-01,-2.19369783114458e-02
1.92E+04,-1.24359181412737e-01,-2.17122638310855e-02
1.92E+04,-1.23686379212278e-01,-2.14909315514746e-02
1.92E+04,-1.23020069973992e-01,-2.12729145547488e-02
1.92E+04,-1.22360163673230e-01,-2.10581475554607e-02
1.92E+04,-1.21706571880592e-01,-2.08465668534552e-02
1.92E+04,-1.21059207728396e-01,-2.06381102883094e-02
1.93E+04,-1.20417985877934e-01,-2.04327171952781e-02
1.93E+04,-1.19782822487498e-01,-2.02303283626900e-02
1.93E+04,-1.19153635181149e-01,-2.00308859907397e-02
1.93E+04,-1.18530343018226e-01,-1.98343336516246e-02
1.93E+04,-1.17912866463552e-01,-1.96406162509771e-02
1.94E+04,-1.17301127358350e-01,-1.94496799905443e-02
1.94E+04,-1.16695048891828e-01,-1.92614723320711e-02
1.94E+04,-1.16094555573427e-01,-1.90759419623399e-02
1.94E+04,-1.15499573205715e-01,-1.88930387593300e-02
1.94E+04,-1.14910028857905e-01,-1.87127137594506e-02
1.94E+04,-1.14325850839994e-01,-1.85349191258138e-02
1.95E+04,-1.13746968677495e-01,-1.83596081175080e-02
1.95E+04,-1.13173313086750e-01,-1.81867350598358e-02
1.95E+04,-1.12604815950819e-01,-1.80162553154838e-02
1.95E+04,-1.12041410295915e-01,-1.78481252565903e-02
1.95E+04,-1.11483030268391e-01,-1.76823022376797e-02
1.95E+04,-1.10929611112242e-01,-1.75187445694330e-02
1.96E+04,-1.10381089147131e-01,-1.73574114932656e-02
1.96E+04,-1.09837401746912e-01,-1.71982631566844e-02
1.96E+04,-1.09298487318644e-01,-1.70412605893961e-02
1.96E+04,-1.08764285282084e-01,-1.68863656801435e-02
1.96E+04,-1.08234736049639e-01,-1.67335411542412e-02
1.96E+04,-1.07709781006782e-01,-1.65827505517897e-02
1.97E+04,-1.07189362492898e-01,-1.64339582065437e-02
1.97E+04,-1.06673423782575e-01,-1.62871292254121e-02
1.97E+04,-1.06161909067306e-01,-1.61422294685695e-02
1.97E+04,-1.05654763437606e-01,-1.59992255301565e-02
1.97E+04,-1.05151932865531e-01,-1.58580847195519e-02
1.97E+04,-1.04653364187581e-01,-1.57187750431955e-02
1.98E+04,-1.04159005087994e-01,-1.55812651869436e-02
1.98E+04,-1.03668804082402e-01,-1.54455244989409e-02
1.98E+04,-1.03182710501859e-01,-1.53115229729894e-02
1.98E+04,-1.02700674477212e-01,-1.51792312324003e-02
1.98E+04,-1.02222646923826e-01,-1.50486205143118e-02
1.98E+04,-1.01748579526644e-01,-1.49196626544575e-02
1.99E+04,-1.01278424725571e-01,-1.47923300723714e-02
1.99E+04,-1.00812135701182e-01,-1.46665957570151e-02
1.99E+04,-1.00349666360745e-01,-1.45424332528135e-02
1.99E+04,-9.98909713245399e-02,-1.44198166460857e-02
1.99E+04,-9.94360059124878e-02,-1.42987205518590e-02
1.99E+04,-9.89847261310600e-02,-1.41791201010531e-02
2.00E+04,-9.85370886604758e-02,-1.40609909280235e-02
2.00E+04,-9.80930508421758e-02,-1.39443091584515e-02
2.00E+04,-9.76525706665641e-02,-1.38290513975720e-02
2.00E+04,-9.72156067610159e-02,-1.37151947187256e-02
2.00E+04,-9.67821183781399e-02,-1.36027166522275e-02
2.00E+04,-9.63520653842937e-02,-1.34915951745417e-02
2.01E+04,-9.59254082483424e-02,-1.33818086977519e-02
2.01E+04,-9.55021080306584e-02,-1.32733360593188e-02
2.01E+04,-9.50821263723516e-02,-1.31661565121166e-02
2.01E+04,-9.46654254847309e-02,-1.30602497147386e-02
2.01E+04,-9.42519681389853e-02,-1.29555957220642e-02
2.02E+04,-9.38417176560842e-02,-1.28521749760801e-02
2.02E+04,-9.34346378968880e-02,-1.27499682969462e-02
2.02E+04,-9.30306932524674e-02,-1.26489568743006e-02
2.02E+04,-9.26298486346237e-02,-1.25491222587954e-02
2.02E+04,-9.22320694666074e-02,-1.24504463538570e-02
2.02E+04,-9.18373216740287e-02,-1.23529114076631e-02
2.03E+04,-9.14455716759569e-02,-1.22565000053313e-02
2.03E+04,-9.10567863762040e-02,-1.21611950613123e-02
2.03E+04,-9.06709331547870e-02,-1.20669798119814e-02
2.03E+04,-9.02879798595665e-02,-1.19738378084228e-02
2.03E+04,-8.99078947980561e-02,-1.18817529094011e-02
2.03E+04,-8.95306467293999e-02,-1.17907092745142e-02
2.04E+04,-8.91562048565127e-02,-1.17006913575225e-02
2.04E+04,-8.87845388183808e-02,-1.16116838998490e-02
2.04E+04,-8.84156186825183e-02,-1.15236719242459e-02
2.04E+04,-8.80494149375764e-02,-1.14366407286224e-02
2.04E+04,-8.76858984861020e-02,-1.13505758800286e-02
2.04E+04,-8.73250406374403e-02,-1.12654632087923e-02
2.05E+04,-8.69668131007826e-02,-1.11812888028036e-02
2.05E+04,-8.66111879783504e-02,-1.10980390019419e-02
2.05E+04,-8.62581377587173e-02,-1.10157003926444e-02
2.05E+04,-8.59076353102626e-02,-1.09342598026078e-02
2.05E+04,-8.55596538747563e-02,-1.08537042956239e-02
2.05E+04,-8.52141670610692e-02,-1.07740211665415e-02
2.06E+04,-8.48711488390085e-02,-1.06951979363536e-02
2.06E+04,-8.45305735332741e-02,-1.06172223474050e-02
2.06E+04,-8.41924158175339e-02,-1.05400823587182e-02
2.06E+04,-8.38566507086147e-02,-1.04637661414324e-02
2.06E+04,-8.35232535608074e-02,-1.03882620743549e-02
2.06E+04,-8.31922000602811e-02,-1.03135587396193e-02
2.07E+04,-8.28634662196083e-02,-1.02396449184495e-02
2.07E+04,-8.25370283723940e-02,-1.01665095870262e-02
2.07E+04,-8.22128631680096e-02,-1.00941419124513e-02
2.07E+04,-8.18909475664281e-02,-1.00225312488111e-02
2.07E+04,-8.15712588331581e-02,-9.95166713333138e-03
2.07E+04,-8.12537745342753e-02,-9.88153928262572e-03
2.08E+04,-8.09384725315487e-02,-9.81213758903171e-03
2.08E+04,-8.06253309776595e-02,-9.74345211703436e-03
2.08E+04,-8.03143283115118e-02,-9.67547309977365e-03
2.08E+04,-8.00054432536303e-02,-9.60819093563411e-03
2.08E+04,-7.96986548016471e-02,-9.54159618491426e-03
2.08E+04,-7.93939422258723e-02,-9.47567956657396e-03
2.09E+04,-7.90912850649482e-02,-9.41043195505721e-03
2.09E+04,-7.87906631215845e-02,-9.34584437718870e-03
2.09E+04,-7.84920564583744e-02,-9.28190800914228e-03
2.09E+04,-7.81954453936874e-02,-9.21861417347909e-03
2.09E+04,-7.79008104976398e-02,-9.15595433625383e-03
2.09E+04,-7.76081325881384e-02,-9.09392010418724e-03
2.10E+04,-7.73173927269989e-02,-9.03250322190320e-03
2.10E+04,-7.70285722161348e-02,-8.97169556922865e-03
2.10E+04,-7.67416525938174e-02,-8.91148915855475e-03
2.10E+04,-7.64566156310032e-02,-8.85187613225776e-03
2.10E+04,-7.61734433277298e-02,-8.79284876017795e-03
2.11E+04,-7.58921179095767e-02,-8.73439943715540e-03
2.11E+04,-7.56126218241908e-02,-8.67652068062066e-03
2.11E+04,-7.53349377378757e-02,-8.61920512823960e-03
2.11E+04,-7.50590485322409e-02,-8.56244553561033e-03
2.11E+04,-7.47849373009136e-02,-8.50623477401151e-03
2.11E+04,-7.45125873463089e-02,-8.45056582820038e-03
2.12E+04,-7.42419821764571e-02,-8.39543179425934e-03
2.12E+04,-7.39731055018898e-02,-8.34082587749000e-03
2.12E+04,-7.37059412325799e-02,-8.28674139035321e-03
2.12E+04,-7.34404734749366e-02,-8.23317175045428e-03
2.12E+04,-7.31766865288550e-02,-8.18011047857219e-03
2.12E+04,-7.29145648848158e-02,-8.12755119673127e-03
2.13E+04,-7.26540932210385e-02,-8.07548762631508e-03
2.13E+04,-7.23952564006836e-02,-8.02391358622073e-03
2.13E+04,-7.21380394691037e-02,-7.97282299105301e-03
2.13E+04,-7.18824276511443e-02,-7.92220984935739e-03
2.13E+04,-7.16284063484901e-02,-7.87206826189073e-03
2.13E+04,-7.13759611370592e-02,-7.82239241992892e-03
2.14E+04,-7.11250777644411e-02,-7.77317660361056e-03
2.14E+04,-7.08757421473807e-02,-7.72441518031573e-03
2.14E+04,-7.06279403693047e-02,-7.67610260307914e-03
2.14E+04,-7.03816586778918e-02,-7.62823340903666e-03
2.14E+04,-7.01368834826833e-02,-7.58080221790450e-03
2.14E+04,-6.98936013527363e-02,-7.53380373049045e-03
2.15E+04,-6.96517990143165e-02,-7.48723272723598e-03
2.15E+04,-6.94114633486298e-02,-7.44108406678899e-03
2.15E+04,-6.91725813895940e-02,-7.39535268460606e-03
2.15E+04,-6.89351403216468e-02,-7.35003359158370e-03
2.15E+04,-6.86991274775923e-02,-7.30512187271795e-03
2.15E+04,-6.84645303364834e-02,-7.26061268579154e-03
2.16E+04,-6.82313365215398e-02,-7.21650126008805e-03
2.16E+04,-6.79995337981013e-02,-7.17278289513239e-03
2.16E+04,-6.77691100716152e-02,-7.12945295945703e-03
2.16E+04,-6.75400533856582e-02,-7.08650688939344e-03
2.16E+04,-6.73123519199902e-02,-7.04394018788788e-03
2.16E+04,-6.70859939886412e-02,-7.00174842334145e-03
2.17E+04,-6.68609680380301e-02,-6.95992722847332e-03
2.17E+04,-6.66372626451144e-02,-6.91847229920702e-03
2.17E+04,-6.64148665155706e-02,-6.87737939357907e-03
2.17E+04,-6.61937684820047e-02,-6.83664433066939e-03
2.17E+04,-6.59739575021919e-02,-6.79626298955322e-03
2.17E+04,-6.57554226573457e-02,-6.75623130827375e-03
2.18E+04,-6.55381531504148e-02,-6.71654528283532e-03
2.18E+04,-6.53221383044081e-02,-6.67720096621644e-03
2.18E+04,-6.51073675607467e-02,-6.63819446740237e-03
2.18E+04,-6.48938304776437e-02,-6.59952195043677e-03
2.18E+04,-6.46815167285086e-02,-6.56117963349192e-03
2.19E+04,-6.44704161003789e-02,-6.52316378795722e-03
2.19E+04,-6.42605184923763e-02,-6.48547073754546e-03
2.19E+04,-6.40518139141882e-02,-6.44809685741653e-03
2.19E+04,-6.38442924845730e-02,-6.41103857331818e-03
2.19E+04,-6.36379444298903e-02,-6.37429236074334e-03
2.19E+04,-6.34327600826530e-02,-6.33785474410383e-03
2.20E+04,-6.32287298801042e-02,-6.30172229591995e-03
2.20E+04,-6.30258443628156e-02,-6.26589163602567e-03
2.20E+04,-6.28240941733086e-02,-6.23035943078901e-03
2.20E+04,-6.26234700546973e-02,-6.19512239234746e-03
2.20E+04,-6.24239628493520e-02,-6.16017727785773e-03
2.20E+04,-6.22255634975853e-02,-6.12552088876007e-03
2.21E+04,-6.20282630363572e-02,-6.09115007005631e-03
2.21E+04,-6.18320525980021e-02,-6.05706170960173e-03
2.21E+04,-6.16369234089742e-02,-6.02325273741012e-03
2.21E+04,-6.14428667886133e-02,-5.98972012497208e-03
2.21E+04,-6.12498741479297e-02,-5.95646088458603e-03
2.21E+04,-6.10579369884080e-02,-5.92347206870171e-03
2.22E+04,-6.08670469008287e-02,-5.89075076927609e-03
2.22E+04,-6.06771955641096e-02,-5.85829411714108e-03
2.22E+04,-6.04883747441629e-02,-5.82609928138312e-03
2.22E+04,-6.03005762927719e-02,-5.79416346873423e-03
2.22E+04,-6.01137921464835e-02,-5.76248392297426e-03
2.22E+04,-5.99280143255184e-02,-5.73105792434425e-03
2.23E+04,-5.97432349326975e-02,-5.69988278897053e-03
2.23E+04,-5.95594461523851e-02,-5.66895586829933e-03
2.23E+04,-5.93766402494478e-02,-5.63827454854182e-03
2.23E+04,-5.91948095682288e-02,-5.60783625012921e-03
2.23E+04,-5.90139465315389e-02,-5.57763842717777e-03
2.23E+04,-5.88340436396617e-02,-5.54767856696366e-03
2.24E+04,-5.86550934693736e-02,-5.51795418940706e-03
2.24E+04,-5.84770886729797e-02,-5.48846284656584e-03
2.24E+04,-5.83000219773627e-02,-5.45920212213819e-03
2.24E+04,-5.81238861830473e-02,-5.43016963097429e-03
2.24E+04,-5.79486741632775e-02,-5.40136301859665e-03
2.24E+04,-5.77743788631081e-02,-5.37277996072906e-03
2.25E+04,-5.76009932985100e-02,-5.34441816283400e-03
2.25E+04,-5.74285105554879e-02,-5.31627535965814e-03
2.25E+04,-5.72569237892120e-02,-5.28834931478606e-03
2.25E+04,-5.70862262231616e-02,-5.26063782020173e-03
2.25E+04,-5.69164111482819e-02,-5.23313869585783e-03
2.25E+04,-5.67474719221528e-02,-5.20584978925263e-03
2.26E+04,-5.65794019681704e-02,-5.17876897501428e-03
2.26E+04,-5.64121947747394e-02,-5.15189415449234e-03
2.26E+04,-5.62458438944788e-02,-5.12522325535668e-03
2.26E+04,-5.60803429434373e-02,-5.09875423120300e-03
2.26E+04,-5.59156856003220e-02,-5.07248506116555e-03
2.27E+04,-5.57518656057365e-02,-5.04641374953641e-03
2.27E+04,-5.55888767614314e-02,-5.02053832539136e-03
2.27E+04,-5.54267129295647e-02,-4.99485684222230e-03
2.27E+04,-5.52653680319731e-02,-4.96936737757588e-03
2.27E+04,-5.51048360494540e-02,-4.94406803269845e-03
2.27E+04,-5.49451110210571e-02,-4.91895693218702e-03
2.28E+04,-5.47861870433869e-02,-4.89403222364626e-03
2.28E+04,-5.46280582699152e-02,-4.86929207735130e-03
2.28E+04,-5.44707189103016e-02,-4.84473468591625e-03
2.28E+04,-5.43141632297265e-02,-4.82035826396844e-03
2.28E+04,-5.41583855482309e-02,-4.79616104782810e-03
2.28E+04,-5.40033802400673e-02,-4.77214129519346e-03
2.29E+04,-5.38491417330588e-02,-4.74829728483121e-03
2.29E+04,-5.36956645079673e-02,-4.72462731627209e-03
2.29E+04,-5.35429430978711e-02,-4.70112970951168e-03
2.29E+04,-5.33909720875506e-02,-4.67780280471612e-03
2.29E+04,-5.32397461128827e-02,-4.65464496193277e-03
2.29E+04,-5.30892598602442e-02,-4.63165456080574e-03
2.30E+04,-5.29395080659224e-02,-4.60883000029605e-03
2.30E+04,-5.27904855155349e-02,-4.58616969840654e-03
2.30E+04,-5.26421870434570e-02,-4.56367209191122e-03
2.30E+04,-5.24946075322570e-02,-4.54133563608923e-03
2.30E+04,-5.23477419121391e-02,-4.51915880446302e-03
2.30E+04,-5.22015851603946e-02,-4.49714008854097e-03
2.31E+04,-5.20561323008597e-02,-4.47527799756413e-03
2.31E+04,-5.19113784033814e-02,-4.45357105825716e-03
2.31E+04,-5.17673185832907e-02,-4.43201781458333e-03
2.31E+04,-5.16239480008828e-02,-4.41061682750351e-03
2.31E+04,-5.14812618609038e-02,-4.38936667473899e-03
2.31E+04,-5.13392554120454e-02,-4.36826595053832e-03
2.32E+04,-5.11979239464459e-02,-4.34731326544773e-03
2.32E+04,-5.10572627991979e-02,-4.32650724608539e-03
2.32E+04,-5.09172673478629e-02,-4.30584653491926e-03
2.32E+04,-5.07779330119916e-02,-4.28532979004845e-03
2.32E+04,-5.06392552526526e-02,-4.26495568498820e-03
2.32E+04,-5.05012295719646e-02,-4.24472290845818e-03
2.33E+04,-5.03638515126374e-02,-4.22463016417428e-03
2.33E+04,-5.02271166575176e-02,-4.20467617064359e-03
2.33E+04,-5.00910206291409e-02,-4.18485966096275e-03
2.33E+04,-4.99555590892898e-02,-4.16517938261944e-03
2.33E+04,-4.98207277385579e-02,-4.14563409729698e-03
2.33E+04,-4.96865223159197e-02,-4.12622258068212e-03
2.34E+04,-4.95529385983053e-02,-4.10694362227568e-03
2.34E+04,-4.94199724001823e-02,-4.08779602520638e-03
2.34E+04,-4.92876195731414e-02,-4.06877860604738e-03
2.34E+04,-4.91558760054889e-02,-4.04989019463584e-03
2.34E+04,-4.90247376218437e-02,-4.03112963389522e-03
2.35E+04,-4.88942003827398e-02,-4.01249577966039e-03
2.35E+04,-4.87642602842339e-02,-3.99398750050536e-03
2.35E+04,-4.86349133575186e-02,-3.97560367757386e-03
2.35E+04,-4.85061556685394e-02,-3.95734320441231e-03
2.35E+04,-4.83779833176183e-02,-3.93920498680560e-03
2.35E+04,-4.82503924390811e-02,-3.92118794261524e-03
2.36E+04,-4.81233792008893e-02,-3.90329100162002e-03
2.36E+04,-4.79969398042784e-02,-3.88551310535919e-03
2.36E+04,-4.78710704833985e-02,-3.86785320697793e-03
2.36E+04,-4.77457675049619e-02,-3.85031027107532e-03
2.36E+04,-4.76210271678928e-02,-3.83288327355446e-03
2.36E+04,-4.74968458029837e-02,-3.81557120147498e-03
2.37E+04,-4.73732197725548e-02,-3.79837305290778e-03
2.37E+04,-4.72501454701180e-02,-3.78128783679191e-03
2.37E+04,-4.71276193200454e-02,-3.76431457279369e-03
2.37E+04,-4.70056377772419e-02,-3.74745229116786e-03
2.37E+04,-4.68841973268218e-02,-3.73070003262092e-03
2.37E+04,-4.67632944837898e-02,-3.71405684817645e-03
2.38E+04,-4.66429257927254e-02,-3.69752179904245e-03
2.38E+04,-4.65230878274722e-02,-3.68109395648070e-03
2.38E+04,-4.64037771908301e-02,-3.66477240167807e-03
2.38E+04,-4.62849905142519e-02,-3.64855622561967e-03
2.38E+04,-4.61667244575441e-02,-3.63244452896399e-03
2.38E+04,-4.60489757085699e-02,-3.61643642191978e-03
2.39E+04,-4.59317409829580e-02,-3.60053102412491e-03
2.39E+04,-4.58150170238134e-02,-3.58472746452677e-03
2.39E+04,-4.56988006014321e-02,-3.56902488126470e-03
2.39E+04,-4.55830885130202e-02,-3.55342242155400e-03
2.39E+04,-4.54678775824151e-02,-3.53791924157159e-03
2.39E+04,-4.53531646598115e-02,-3.52251450634355e-03
2.40E+04,-4.52389466214895e-02,-3.50720738963404e-03
2.40E+04,-4.51252203695470e-02,-3.49199707383607e-03
2.40E+04,-4.50119828316350e-02,-3.47688274986373e-03
2.40E+04,-4.48992309606961e-02,-3.46186361704596e-03
2.40E+04,-4.47869617347061e-02,-3.44693888302202e-03
2.40E+04,-4.46751721564192e-02,-3.43210776363827e-03
2.41E+04,-4.45638592531156e-02,-3.41736948284659e-03
2.41E+04,-4.44530200763529e-02,-3.40272327260417e-03
2.41E+04,-4.43426517017198e-02,-3.38816837277480e-03
2.41E+04,-4.42327512285935e-02,-3.37370403103155e-03
2.41E+04,-4.41233157798993e-02,-3.35932950276085e-03
2.41E+04,-4.40143425018736e-02,-3.34504405096788e-03
2.42E+04,-4.39058285638295e-02,-3.33084694618346e-03
2.42E+04,-4.37977711579255e-02,-3.31673746637208e-03
2.42E+04,-4.36901674989363e-02,-3.30271489684136e-03
2.42E+04,-4.35830148240273e-02,-3.28877853015276e-03
2.42E+04,-4.34763103925310e-02,-3.27492766603354e-03
2.43E+04,-4.33700514857265e-02,-3.26116161128996e-03
2.43E+04,-4.32642354066210e-02,-3.24747967972173e-03
2.43E+04,-4.31588594797348e-02,-3.23388119203762e-03
2.43E+04,-4.30539210508886e-02,-3.22036547577232e-03
2.43E+04,-4.29494174869922e-02,-3.20693186520438e-03
2.43E+04,-4.28453461758374e-02,-3.19357970127536e-03
2.44E+04,-4.27417045258921e-02,-3.18030833151008e-03
2.44E+04,-4.26384899660975e-02,-3.16711710993800e-03
2.44E+04,-4.25356999456671e-02,-3.15400539701566e-03
2.44E+04,-4.24333319338885e-02,-3.14097255955021e-03
2.44E+04,-4.23313834199273e-02,-3.12801797062403e-03
2.44E+04,-4.22298519126337e-02,-3.11514100952032e-03
2.45E+04,-4.21287349403502e-02,-3.10234106164981e-03
2.45E+04,-4.20280300507232e-02,-3.08961751847837e-03
2.45E+04,-4.19277348105154e-02,-3.07696977745570e-03
2.45E+04,-4.18278468054210e-02,-3.06439724194498e-03
2.45E+04,-4.17283636398828e-02,-3.05189932115342e-03
2.45E+04,-4.16292829369117e-02,-3.03947543006387e-03
2.46E+04,-4.15306023379080e-02,-3.02712498936722e-03
2.46E+04,-4.14323195024847e-02,-3.01484742539588e-03
2.46E+04,-4.13344321082932e-02,-3.00264217005802e-03
2.46E+04,-4.12369378508507e-02,-2.99050866077277e-03
2.46E+04,-4.11398344433692e-02,-2.97844634040632e-03
2.46E+04,-4.10431196165875e-02,-2.96645465720879e-03
2.47E+04,-4.09467911186042e-02,-2.95453306475207e-03
2.47E+04,-4.08508467147128e-02,-2.94268102186839e-03
2.47E+04,-4.07552841872387e-02,-2.93089799258977e-03
2.47E+04,-4.06601013353782e-02,-2.91918344608826e-03
2.47E+04,-4.05652959750392e-02,-2.90753685661703e-03
2.47E+04,-4.04708659386837e-02,-2.89595770345214e-03
2.48E+04,-4.03768090751720e-02,-2.88444547083517e-03
2.48E+04,-4.02831232496085e-02,-2.87299964791663e-03
2.48E+04,-4.01898063431901e-02,-2.86161972870002e-03
2.48E+04,-4.00968562530548e-02,-2.85030521198674e-03
2.48E+04,-4.00042708921333e-02,-2.83905560132164e-03
2.48E+04,-3.99120481890017e-02,-2.82787040493936e-03
2.49E+04,-3.98201860877361e-02,-2.81674913571132e-03
2.49E+04,-3.97286825477681e-02,-2.80569131109347e-03
2.49E+04,-3.96375355437429e-02,-2.79469645307461e-03
2.49E+04,-3.95467430653783e-02,-2.78376408812556e-03
2.49E+04,-3.94563031173255e-02,-2.77289374714881e-03
2.49E+04,-3.93662137190314e-02,-2.76208496542897e-03
2.50E+04,-3.92764729046025e-02,-2.75133728258379e-03
2.50E+04,-3.91870787226698e-02,-2.74065024251582e-03
2.50E+04,-3.90980292362547e-02,-2.73002339336459e-03
