f/ Hz,Re(V)/ V,Im(V)/ V
8.60E+03,5.73352683517650e-02,-2.82597561981563e-03
8.61E+03,5.74403396613687e-02,-2.84190889341641e-03
8.63E+03,5.75460028205391e-02,-2.85796074410480e-03
8.65E+03,5.76522622047944e-02,-2.87413239572832e-03
8.66E+03,5.77591222342512e-02,-2.89042508779469e-03
8.68E+03,5.78665873741857e-02,-2.90684007571328e-03
8.70E+03,5.79746621356031e-02,-2.92337863104096e-03
8.71E+03,5.80833510758153e-02,-2.94004204173231e-03
8.73E+03,5.81926587990284e-02,-2.95683161239444e-03
8.75E+03,5.83025899569378e-02,-2.97374866454637e-03
8.77E+03,5.84131492493336e-02,-2.99079453688315e-03
8.78E+03,5.85243414247144e-02,-3.00797058554477e-03
8.80E+03,5.86361712809108e-02,-3.02527818439006e-03
8.82E+03,5.87486436657187e-02,-3.04271872527548e-03
8.83E+03,5.88617634775416e-02,-3.06029361833919e-03
8.85E+03,5.89755356660440e-02,-3.07800429229020e-03
8.87E+03,5.90899652328136e-02,-3.09585219470295e-03
8.88E+03,5.92050572320347e-02,-3.11383879231735e-03
8.90E+03,5.93208167711720e-02,-3.13196557134433e-03
8.92E+03,5.94372490116640e-02,-3.15023403777711e-03
8.94E+03,5.95543591696289e-02,-3.16864571770832e-03
8.95E+03,5.96721525165802e-02,-3.18720215765295e-03
8.97E+03,5.97906343801542e-02,-3.20590492487747e-03
8.99E+03,5.99098101448486e-02,-3.22475560773509e-03
9.00E+03,6.00296852527730e-02,-3.24375581600729e-03
9.02E+03,6.01502652044114e-02,-3.26290718125198e-03
9.04E+03,6.02715555593959e-02,-3.28221135715800e-03
9.06E+03,6.03935619372944e-02,-3.30167001990662e-03
9.07E+03,6.05162900184088e-02,-3.32128486853978e-03
9.09E+03,6.06397455445875e-02,-3.34105762533539e-03
9.11E+03,6.07639343200502e-02,-3.36099003618986e-03
9.12E+03,6.08888622122264e-02,-3.38108387100795e-03
9.14E+03,6.10145351526066e-02,-3.40134092410018e-03
9.16E+03,6.11409591376083e-02,-3.42176301458782e-03
9.17E+03,6.12681402294548e-02,-3.44235198681584e-03
9.19E+03,6.13960845570697e-02,-3.46310971077384e-03
9.21E+03,6.15247983169845e-02,-3.48403808252512e-03
9.23E+03,6.16542877742619e-02,-3.50513902464427e-03
9.24E+03,6.17845592634341e-02,-3.52641448666316e-03
9.26E+03,6.19156191894557e-02,-3.54786644552587e-03
9.28E+03,6.20474740286739e-02,-3.56949690605243e-03
9.29E+03,6.21801303298126e-02,-3.59130790141180e-03
9.31E+03,6.23135947149744e-02,-3.61330149360424e-03
9.33E+03,6.24478738806583e-02,-3.63547977395315e-03
9.34E+03,6.25829745987951e-02,-3.65784486360688e-03
9.36E+03,6.27189037177987e-02,-3.68039891405038e-03
9.38E+03,6.28556681636366e-02,-3.70314410762724e-03
9.40E+03,6.29932749409167e-02,-3.72608265807217e-03
9.41E+03,6.31317311339939e-02,-3.74921681105414e-03
9.43E+03,6.32710439080938e-02,-3.77254884473063e-03
9.45E+03,6.34112205104564e-02,-3.79608107031300e-03
9.46E+03,6.35522682714991e-02,-3.81981583264338e-03
9.48E+03,6.36941946059986e-02,-3.84375551078335e-03
9.50E+03,6.38370070142936e-02,-3.86790251861456e-03
9.51E+03,6.39807130835080e-02,-3.89225930545181e-03
9.53E+03,6.41253204887947e-02,-3.91682835666852e-03
9.55E+03,6.42708369946009e-02,-3.94161219433535e-03
9.57E+03,6.44172704559551e-02,-3.96661337787178e-03
9.58E+03,6.45646288197760e-02,-3.99183450471135e-03
9.60E+03,6.47129201262047e-02,-4.01727821098070e-03
9.62E+03,6.48621525099594e-02,-4.04294717219274e-03
9.63E+03,6.50123342017135e-02,-4.06884410395434e-03
9.65E+03,6.51634735294984e-02,-4.09497176268890e-03
9.67E+03,6.53155789201303e-02,-4.12133294637403e-03
9.68E+03,6.54686589006620e-02,-4.14793049529495e-03
9.70E+03,6.56227220998601e-02,-4.17476729281364e-03
9.72E+03,6.57777772497088e-02,-4.20184626615450e-03
9.74E+03,6.59338331869396e-02,-4.22917038720663e-03
9.75E+03,6.60908988545882e-02,-4.25674267334328e-03
9.77E+03,6.62489833035796e-02,-4.28456618825885e-03
9.79E+03,6.64080956943405e-02,-4.31264404282386e-03
9.80E+03,6.65682452984413e-02,-4.34097939595837e-03
9.82E+03,6.67294415002672e-02,-4.36957545552427e-03
9.84E+03,6.68916937987192e-02,-4.39843547923691e-03
9.85E+03,6.70550118089455e-02,-4.42756277559651e-03
9.87E+03,6.72194052641052e-02,-4.45696070484001e-03
9.89E+03,6.73848840171626e-02,-4.48663267991363e-03
9.91E+03,6.75514580427150e-02,-4.51658216746684e-03
9.92E+03,6.77191374388532e-02,-4.54681268886813e-03
9.94E+03,6.78879324290565e-02,-4.57732782124338e-03
9.96E+03,6.80578533641220e-02,-4.60813119853702e-03
9.97E+03,6.82289107241297e-02,-4.63922651259697e-03
9.99E+03,6.84011151204432e-02,-4.67061751428359e-03
1.00E+04,6.85744772977479e-02,-4.70230801460359e-03
1.00E+04,6.87490081361267e-02,-4.73430188586921e-03
1.00E+04,6.89247186531746e-02,-4.76660306288366e-03
1.01E+04,6.91016200061520e-02,-4.79921554415316e-03
1.01E+04,6.92797234941788e-02,-4.83214339312653e-03
1.01E+04,6.94590405604694e-02,-4.86539073946288e-03
1.01E+04,6.96395827946100e-02,-4.89896178032827e-03
1.01E+04,6.98213619348781e-02,-4.93286078172187e-03
1.01E+04,7.00043898706065e-02,-4.96709207983271e-03
1.02E+04,7.01886786445922e-02,-5.00166008242752e-03
1.02E+04,7.03742404555501e-02,-5.03656927027066e-03
1.02E+04,7.05610876606148e-02,-5.07182419857693e-03
1.02E+04,7.07492327778893e-02,-5.10742949849814e-03
1.02E+04,7.09386884890427e-02,-5.14338987864429e-03
1.02E+04,7.11294676419586e-02,-5.17971012664038e-03
1.03E+04,7.13215832534334e-02,-5.21639511071972e-03
1.03E+04,7.15150485119277e-02,-5.25344978135475e-03
1.03E+04,7.17098767803710e-02,-5.29087917292634e-03
1.03E+04,7.19060815990203e-02,-5.32868840543273e-03
1.03E+04,7.21036766883755e-02,-5.36688268623904e-03
1.03E+04,7.23026759521512e-02,-5.40546731186847e-03
1.04E+04,7.25030934803068e-02,-5.44444766983650e-03
1.04E+04,7.27049435521367e-02,-5.48382924052895e-03
1.04E+04,7.29082406394217e-02,-5.52361759912554e-03
1.04E+04,7.31129994096415e-02,-5.56381841756966e-03
1.04E+04,7.33192347292531e-02,-5.60443746658618e-03
1.05E+04,7.35269616670330e-02,-5.64548061774820e-03
1.05E+04,7.37361954974864e-02,-5.68695384559438e-03
1.05E+04,7.39469517043258e-02,-5.72886322979807e-03
1.05E+04,7.41592459840182e-02,-5.77121495738993e-03
1.05E+04,7.43730942494047e-02,-5.81401532503517e-03
1.05E+04,7.45885126333929e-02,-5.85727074136730e-03
1.06E+04,7.48055174927254e-02,-5.90098772938001e-03
1.06E+04,7.50241254118230e-02,-5.94517292887834e-03
1.06E+04,7.52443532067080e-02,-5.98983309899149e-03
1.06E+04,7.54662179290076e-02,-6.03497512074854e-03
1.06E+04,7.56897368700390e-02,-6.08060599971915e-03
1.06E+04,7.59149275649792e-02,-6.12673286872099e-03
1.07E+04,7.61418077971209e-02,-6.17336299059586e-03
1.07E+04,7.63703956022167e-02,-6.22050376105647e-03
1.07E+04,7.66007092729135e-02,-6.26816271160610e-03
1.07E+04,7.68327673632793e-02,-6.31634751253289e-03
1.07E+04,7.70665886934256e-02,-6.36506597598147e-03
1.07E+04,7.73021923542257e-02,-6.41432605910366e-03
1.08E+04,7.75395977121334e-02,-6.46413586729105e-03
1.08E+04,7.77788244141027e-02,-6.51450365749155e-03
1.08E+04,7.80198923926124e-02,-6.56543784161255e-03
1.08E+04,7.82628218707972e-02,-6.61694699001333e-03
1.08E+04,7.85076333676883e-02,-6.66903983508922e-03
1.08E+04,7.87543477035661e-02,-6.72172527495045e-03
1.09E+04,7.90029860054280e-02,-6.77501237719839e-03
1.09E+04,7.92535697125735e-02,-6.82891038280225e-03
1.09E+04,7.95061205823105e-02,-6.88342871007927e-03
1.09E+04,7.97606606957846e-02,-6.93857695878148e-03
1.09E+04,8.00172124639358e-02,-6.99436491429238e-03
1.09E+04,8.02757986335841e-02,-7.05080255193680e-03
1.10E+04,8.05364422936497e-02,-7.10790004140769e-03
1.10E+04,8.07991668815079e-02,-7.16566775131315e-03
1.10E+04,8.10639961894856e-02,-7.22411625384755e-03
1.10E+04,8.13309543714997e-02,-7.28325632959072e-03
1.10E+04,8.16000659498440e-02,-7.34309897243911e-03
1.10E+04,8.18713558221260e-02,-7.40365539467303e-03
1.11E+04,8.21448492683584e-02,-7.46493703216437e-03
1.11E+04,8.24205719582097e-02,-7.52695554972924e-03
1.11E+04,8.26985499584173e-02,-7.58972284663000e-03
1.11E+04,8.29788097403672e-02,-7.65325106223157e-03
1.11E+04,8.32613781878451e-02,-7.71755258181703e-03
1.11E+04,8.35462826049629e-02,-7.78264004256739e-03
1.12E+04,8.38335507242659e-02,-7.84852633971108e-03
1.12E+04,8.41232107150243e-02,-7.91522463284856e-03
1.12E+04,8.44152911917143e-02,-7.98274835245759e-03
1.12E+04,8.47098212226943e-02,-8.05111120658552e-03
1.12E+04,8.50068303390804e-02,-8.12032718773405e-03
1.13E+04,8.53063485438275e-02,-8.19041057994349e-03
1.13E+04,8.56084063210198e-02,-8.26137596608260e-03
1.13E+04,8.59130346453781e-02,-8.33323823535108e-03
1.13E+04,8.62202649919887e-02,-8.40601259100180e-03
1.13E+04,8.65301293462599e-02,-8.47971455829000e-03
1.13E+04,8.68426602141115e-02,-8.55435999265706e-03
1.14E+04,8.71578906324050e-02,-8.62996508815703e-03
1.14E+04,8.74758541796205e-02,-8.70654638613374e-03
1.14E+04,8.77965849867854e-02,-8.78412078415728e-03
1.14E+04,8.81201177486640e-02,-8.86270554522865e-03
1.14E+04,8.84464877352134e-02,-8.94231830726168e-03
1.14E+04,8.87757308033144e-02,-9.02297709285196e-03
1.15E+04,8.91078834087821e-02,-9.10470031934219e-03
1.15E+04,8.94429826186683e-02,-9.18750680919517e-03
1.15E+04,8.97810661238593e-02,-9.27141580068406e-03
1.15E+04,9.01221722519793e-02,-9.35644695891180e-03
1.15E+04,9.04663399806085e-02,-9.44262038717089e-03
1.15E+04,9.08136089508220e-02,-9.52995663865556e-03
1.16E+04,9.11640194810621e-02,-9.61847672853910e-03
1.16E+04,9.15176125813490e-02,-9.70820214642876e-03
1.16E+04,9.18744299678435e-02,-9.79915486921243e-03
1.16E+04,9.22345140777678e-02,-9.89135737431045e-03
1.16E+04,9.25979080846965e-02,-9.98483265334767e-03
1.16E+04,9.29646559142294e-02,-1.00796042262608e-02
1.17E+04,9.33348022600525e-02,-1.01756961558567e-02
1.17E+04,9.37083926004028e-02,-1.02731330628381e-02
1.17E+04,9.40854732149461e-02,-1.03719401413145e-02
1.17E+04,9.44660912020787e-02,-1.04721431748149e-02
1.17E+04,9.48502944966672e-02,-1.05737685528222e-02
1.17E+04,9.52381318882371e-02,-1.06768432878476e-02
1.18E+04,9.56296530396243e-02,-1.07813950330658e-02
1.18E+04,9.60249085061006e-02,-1.08874521005319e-02
1.18E+04,9.64239497549902e-02,-1.09950434800012e-02
1.18E+04,9.68268291857876e-02,-1.11041988583766e-02
1.18E+04,9.72336001507940e-02,-1.12149486398040e-02
1.18E+04,9.76443169762857e-02,-1.13273239664448e-02
1.19E+04,9.80590349842308e-02,-1.14413567399471e-02
1.19E+04,9.84778105145691e-02,-1.15570796436459e-02
1.19E+04,9.89007009480723e-02,-1.16745261655188e-02
1.19E+04,9.93277647298015e-02,-1.17937306219258e-02
1.19E+04,9.97590613931781e-02,-1.19147281821665e-02
1.19E+04,1.00194651584687e-01,-1.20375548938837e-02
1.20E+04,1.00634597089233e-01,-1.21622477093485e-02
1.20E+04,1.01078960856160e-01,-1.22888445126613e-02
1.20E+04,1.01527807025971e-01,-1.24173841479048e-02
1.20E+04,1.01981200957743e-01,-1.25479064482881e-02
1.20E+04,1.02439209257287e-01,-1.26804522663196e-02
1.21E+04,1.02901899806049e-01,-1.28150635050521e-02
1.21E+04,1.03369341790791e-01,-1.29517831504427e-02
1.21E+04,1.03841605734065e-01,-1.30906553048727e-02
1.21E+04,1.04318763525511e-01,-1.32317252218750e-02
1.21E+04,1.04800888453996e-01,-1.33750393421189e-02
1.21E+04,1.05288055240626e-01,-1.35206453307035e-02
1.22E+04,1.05780340072654e-01,-1.36685921158147e-02
1.22E+04,1.06277820638299e-01,-1.38189299288016e-02
1.22E+04,1.06780576162536e-01,-1.39717103457334e-02
1.22E+04,1.07288687443837e-01,-1.41269863304964e-02
1.22E+04,1.07802236891940e-01,-1.42848122794988e-02
1.22E+04,1.08321308566642e-01,-1.44452440680504e-02
1.23E+04,1.08845988217661e-01,-1.46083390984875e-02
1.23E+04,1.09376363325600e-01,-1.47741563501210e-02
1.23E+04,1.09912523144037e-01,-1.49427564310819e-02
1.23E+04,1.10454558742784e-01,-1.51142016321510e-02
1.23E+04,1.11002563052338e-01,-1.52885559826548e-02
1.23E+04,1.11556630909572e-01,-1.54658853085212e-02
1.24E+04,1.12116859104697e-01,-1.56462572925882e-02
1.24E+04,1.12683346429524e-01,-1.58297415372651e-02
1.24E+04,1.13256193727079e-01,-1.60164096296524e-02
1.24E+04,1.13835503942604e-01,-1.62063352092270e-02
1.24E+04,1.14421382175975e-01,-1.63995940382105e-02
1.24E+04,1.15013935735603e-01,-1.65962640747401e-02
1.25E+04,1.15613274193823e-01,-1.67964255489693e-02
1.25E+04,1.16219509443859e-01,-1.70001610422317e-02
1.25E+04,1.16832755758374e-01,-1.72075555694084e-02
1.25E+04,1.17453129849662e-01,-1.74186966646462e-02
1.25E+04,1.18080750931541e-01,-1.76336744705802e-02
1.25E+04,1.18715740782975e-01,-1.78525818312264e-02
1.26E+04,1.19358223813489e-01,-1.80755143887129e-02
1.26E+04,1.20008327130413e-01,-1.83025706840316e-02
1.26E+04,1.20666180608028e-01,-1.85338522619991e-02
1.26E+04,1.21331916958635e-01,-1.87694637806280e-02
1.26E+04,1.22005671805625e-01,-1.90095131251166e-02
1.26E+04,1.22687583758598e-01,-1.92541115266807e-02
1.27E+04,1.23377794490571e-01,-1.95033736864595e-02
1.27E+04,1.24076448817352e-01,-1.97574179047417e-02
1.27E+04,1.24783694779115e-01,-2.00163662157712e-02
1.27E+04,1.25499683724250e-01,-2.02803445284051e-02
1.27E+04,1.26224570395525e-01,-2.05494827729128e-02
1.27E+04,1.26958513018642e-01,-2.08239150542191e-02
1.28E+04,1.27701673393213e-01,-2.11037798119127e-02
1.28E+04,1.28454216986245e-01,-2.13892199873585e-02
1.28E+04,1.29216313028161e-01,-2.16803831982700e-02
1.28E+04,1.29988134611438e-01,-2.19774219211204e-02
1.28E+04,1.30769858791896e-01,-2.22804936817894e-02
1.28E+04,1.31561666692710e-01,-2.25897612548679e-02
1.29E+04,1.32363743611184e-01,-2.29053928720637e-02
1.29E+04,1.33176279128349e-01,-2.32275624401810e-02
1.29E+04,1.33999467221423e-01,-2.35564497691684e-02
1.29E+04,1.34833506379191e-01,-2.38922408107625e-02
1.29E+04,1.35678599720334e-01,-2.42351279082828e-02
1.30E+04,1.36534955114767e-01,-2.45853100581682e-02
1.30E+04,1.37402785307992e-01,-2.49429931838755e-02
1.30E+04,1.38282308048525e-01,-2.53083904228027e-02
1.30E+04,1.39173746218403e-01,-2.56817224269337e-02
1.30E+04,1.40077327966791e-01,-2.60632176779460e-02
1.30E+04,1.40993286846702e-01,-2.64531128175653e-02
1.31E+04,1.41921861954826e-01,-2.68516529939990e-02
1.31E+04,1.42863298074463e-01,-2.72590922253305e-02
1.31E+04,1.43817845821527e-01,-2.76756937808079e-02
1.31E+04,1.44785761793602e-01,-2.81017305810221e-02
1.31E+04,1.45767308721982e-01,-2.85374856180232e-02
1.31E+04,1.46762755626640e-01,-2.89832523964957e-02
1.32E+04,1.47772377974035e-01,-2.94393353971776e-02
1.32E+04,1.48796457837653e-01,-2.99060505637827e-02
1.32E+04,1.49835284061137e-01,-3.03837258147654e-02
1.32E+04,1.50889152423861e-01,-3.08727015813494e-02
1.32E+04,1.51958365808753e-01,-3.13733313733316e-02
1.32E+04,1.53043234372138e-01,-3.18859823742695e-02
1.33E+04,1.54144075715344e-01,-3.24110360677588e-02
1.33E+04,1.55261215057757e-01,-3.29488888966189e-02
1.33E+04,1.56394985410987e-01,-3.34999529569219e-02
1.33E+04,1.57545727753717e-01,-3.40646567289201e-02
1.33E+04,1.58713791206784e-01,-3.46434458470640e-02
1.33E+04,1.59899533207948e-01,-3.52367839114423e-02
1.34E+04,1.61103319685749e-01,-3.58451533431262e-02
1.34E+04,1.62325525231747e-01,-3.64690562860649e-02
1.34E+04,1.63566533270374e-01,-3.71090155583473e-02
1.34E+04,1.64826736225499e-01,-3.77655756558355e-02
1.34E+04,1.66106535682707e-01,-3.84393038113675e-02
1.34E+04,1.67406342546156e-01,-3.91307911129420e-02
1.35E+04,1.68726577188737e-01,-3.98406536845202e-02
1.35E+04,1.70067669594105e-01,-4.05695339333225e-02
1.35E+04,1.71430059488955e-01,-4.13181018677566e-02
1.35E+04,1.72814196463749e-01,-4.20870564903850e-02
1.35E+04,1.74220540079832e-01,-4.28771272706365e-02
1.35E+04,1.75649559960689e-01,-4.36890757022797e-02
1.36E+04,1.77101735864762e-01,-4.45236969510117e-02
1.36E+04,1.78577557736975e-01,-4.53818215978717e-02
1.36E+04,1.80077525735766e-01,-4.62643174845704e-02
1.36E+04,1.81602150232040e-01,-4.71720916672355e-02
1.36E+04,1.83151951776033e-01,-4.81060924855025e-02
1.36E+04,1.84727461027611e-01,-4.90673117543470e-02
1.37E+04,1.86329218644993e-01,-5.00567870865385e-02
1.37E+04,1.87957775126305e-01,-5.10756043541244e-02
1.37E+04,1.89613690597706e-01,-5.21249002979034e-02
1.37E+04,1.91297534541112e-01,-5.32058652944340e-02
1.37E+04,1.93009885453709e-01,-5.43197462907520e-02
1.38E+04,1.94751330430539e-01,-5.54678499176209e-02
1.38E+04,1.96522464660439e-01,-5.66515457928389e-02
1.38E+04,1.98323890824458e-01,-5.78722700268593e-02
1.38E+04,2.00156218384605e-01,-5.91315289437399e-02
1.38E+04,2.02020062749403e-01,-6.04309030312565e-02
1.38E+04,2.03916044301068e-01,-6.17720511348369e-02
1.39E+04,2.05844787267445e-01,-6.31567149108624e-02
1.39E+04,2.07806918419784e-01,-6.45867235557706e-02
1.39E+04,2.09803065575277e-01,-6.60639988283340e-02
1.39E+04,2.11833855880778e-01,-6.75905603834285e-02
1.39E+04,2.13899913851384e-01,-6.91685314365676e-02
1.39E+04,2.16001859134444e-01,-7.08001447794378e-02
1.40E+04,2.18140303966133e-01,-7.24877491676211e-02
1.40E+04,2.20315850283864e-01,-7.42338161026073e-02
1.40E+04,2.22529086453459e-01,-7.60409470310697e-02
1.40E+04,2.24780583565236e-01,-7.79118809851686e-02
1.40E+04,2.27070891247709e-01,-7.98495026883367e-02
1.40E+04,2.29400532941613e-01,-8.18568511515269e-02
1.41E+04,2.31770000570201e-01,-8.39371287852508e-02
1.41E+04,2.34179748534249e-01,-8.60937110528113e-02
1.41E+04,2.36630186951793e-01,-8.83301566898740e-02
1.41E+04,2.39121674053233e-01,-9.06502185148715e-02
1.41E+04,2.41654507632005e-01,-9.30578548535198e-02
1.41E+04,2.44228915439331e-01,-9.55572415988851e-02
1.42E+04,2.46845044398608e-01,-9.81527849257893e-02
1.42E+04,2.49502948500539e-01,-1.00849134674664e-01
1.42E+04,2.52202575224085e-01,-1.03651198415123e-01
1.42E+04,2.54943750310550e-01,-1.06564156193131e-01
1.42E+04,2.57726160698398e-01,-1.09593475957515e-01
1.42E+04,2.60549335404707e-01,-1.12744929651220e-01
1.43E+04,2.63412624115183e-01,-1.16024609939694e-01
1.43E+04,2.66315173218367e-01,-1.19438947532728e-01
1.43E+04,2.69255898990910e-01,-1.22994729036041e-01
1.43E+04,2.72233457609401e-01,-1.26699115244513e-01
1.43E+04,2.75246211630280e-01,-1.30559659758972e-01
1.43E+04,2.78292192542743e-01,-1.34584327772178e-01
1.44E+04,2.81369058960457e-01,-1.38781514825553e-01
1.44E+04,2.84474049976488e-01,-1.43160065285209e-01
1.44E+04,2.87603933162595e-01,-1.47729290222056e-01
1.44E+04,2.90754946649477e-01,-1.52498984304472e-01
1.44E+04,2.93922734679714e-01,-1.57479441221071e-01
1.44E+04,2.97102275981215e-01,-1.62681467042965e-01
1.45E+04,3.00287804267846e-01,-1.68116390806984e-01
1.45E+04,3.03472720137910e-01,-1.73796071450382e-01
1.45E+04,3.06649493613619e-01,-1.79732900050500e-01
1.45E+04,3.09809556549676e-01,-1.85939796115763e-01
1.45E+04,3.12943184142186e-01,-1.92430196433846e-01
1.46E+04,3.16039364797169e-01,-1.99218034704726e-01
1.46E+04,3.19085657679824e-01,-2.06317709867145e-01
1.46E+04,3.22068037372324e-01,-2.13744040663491e-01
1.46E+04,3.24970725233018e-01,-2.21512203577951e-01
1.46E+04,3.27776007290059e-01,-2.29637650825121e-01
1.46E+04,3.30464038837865e-01,-2.38136004562710e-01
1.47E+04,3.33012636359394e-01,-2.47022922957241e-01
1.47E+04,3.35397057999129e-01,-2.56313933155690e-01
1.47E+04,3.37589774593077e-01,-2.66024225625118e-01
1.47E+04,3.39560234259175e-01,-2.76168403741924e-01
1.47E+04,3.41274624803159e-01,-2.86760181979610e-01
1.47E+04,3.42695639741522e-01,-2.97812025610925e-01
1.48E+04,3.43782255623182e-01,-3.09334724577863e-01
1.48E+04,3.44489530577362e-01,-3.21336894184670e-01
1.48E+04,3.44768436646669e-01,-3.33824395654641e-01
1.48E+04,3.44565741479307e-01,-3.46799670510269e-01
1.48E+04,3.43823958316594e-01,-3.60260984368538e-01
1.48E+04,3.42481386835535e-01,-3.74201578297716e-01
1.49E+04,3.40472271136494e-01,-3.88608729590833e-01
1.49E+04,3.37727104758264e-01,-4.03462728914312e-01
1.49E+04,3.34173115699292e-01,-4.18735787513082e-01
1.49E+04,3.29734966533971e-01,-4.34390896668852e-01
1.49E+04,3.24335705200546e-01,-4.50380671985297e-01
1.49E+04,3.17898000123060e-01,-4.66646227208842e-01
1.50E+04,3.10345688118652e-01,-4.83116135828544e-01
1.50E+04,3.01605654086807e-01,-4.99705552928441e-01
1.50E+04,2.91610046891529e-01,-5.16315583556706e-01
1.50E+04,2.80298815471983e-01,-5.32832995604199e-01
1.50E+04,2.67622522843296e-01,-5.49130382738440e-01
1.50E+04,2.53545363784505e-01,-5.65066883807017e-01
1.51E+04,2.38048276146433e-01,-5.80489556621876e-01
1.51E+04,2.21131998539968e-01,-5.95235483675000e-01
1.51E+04,2.02819892650592e-01,-6.09134653354332e-01
1.51E+04,1.83160321653960e-01,-6.22013612214856e-01
1.51E+04,1.62228362917236e-01,-6.33699823380916e-01
1.51E+04,1.40126638939620e-01,-6.44026597221560e-01
1.52E+04,1.16985079629094e-01,-6.52838389612582e-01
1.52E+04,9.29594833642866e-02,-6.59996199068248e-01
1.52E+04,6.82288221291869e-02,-6.65382746571818e-01
1.52E+04,4.29913314802647e-02,-6.68907100325337e-01
1.52E+04,1.74595294316223e-02,-6.70508418736549e-01
1.52E+04,-8.14559303166074e-03,-6.70158531448417e-01
1.53E+04,-3.36008865247559e-02,-6.67863157454861e-01
1.53E+04,-5.86874887882052e-02,-6.63661663258337e-01
1.53E+04,-8.31970136125657e-02,-6.57625380184096e-01
1.53E+04,-1.06937121673972e-01,-6.49854613716210e-01
1.53E+04,-1.29736173357488e-01,-6.40474574845185e-01
1.54E+04,-1.51446751510112e-01,-6.29630532699621e-01
1.54E+04,-1.71947943731801e-01,-6.17482522786989e-01
1.54E+04,-1.91146375927272e-01,-6.04199945135388e-01
1.54E+04,-2.08976079554938e-01,-5.89956355707093e-01
1.54E+04,-2.25397345723288e-01,-5.74924700498103e-01
1.54E+04,-2.40394765494826e-01,-5.59273174387272e-01
1.55E+04,-2.53974676983409e-01,-5.43161815642452e-01
1.55E+04,-2.66162238840928e-01,-5.26739880125439e-01
1.55E+04,-2.76998331386510e-01,-5.10143982423693e-01
1.55E+04,-2.86536456681514e-01,-4.93496947565674e-01
1.55E+04,-2.94839772903692e-01,-4.76907287513952e-01
1.55E+04,-3.01978361189493e-01,-4.60469200354051e-01
1.56E+04,-3.08026788257434e-01,-4.44262984940629e-01
1.56E+04,-3.13061997886679e-01,-4.28355767118900e-01
1.56E+04,-3.17161539850215e-01,-4.12802442840691e-01
1.56E+04,-3.20402126435625e-01,-3.97646756138318e-01
1.56E+04,-3.22858493845294e-01,-3.82922444042621e-01
1.56E+04,-3.24602537794340e-01,-3.68654394670699e-01
1.57E+04,-3.25702688594456e-01,-3.54859777875437e-01
1.57E+04,-3.26223489982815e-01,-3.41549119460333e-01
1.57E+04,-3.26225347062821e-01,-3.28727299753468e-01
1.57E+04,-3.25764411231638e-01,-3.16394465265004e-01
1.57E+04,-3.24892573288676e-01,-3.04546848333817e-01
1.57E+04,-3.23657539603232e-01,-2.93177494296294e-01
1.58E+04,-3.22102969949100e-01,-2.82276899018365e-01
1.58E+04,-3.20268659176089e-01,-2.71833561860659e-01
1.58E+04,-3.18190748152745e-01,-2.61834460522694e-01
1.58E+04,-3.15901952313652e-01,-2.52265454935579e-01
1.58E+04,-3.13431798654891e-01,-2.43111627614769e-01
1.58E+04,-3.10806864149025e-01,-2.34357567784263e-01
1.59E+04,-3.08051010321306e-01,-2.25987606252906e-01
